id,lat,lng
GD1-0-06,37.849714332191134,118.7675646433141
GD1-0-11,37.85713261924661,118.76126550593824
GD1-0-13,37.86031426088532,118.75904602222674
GD1-0-15,37.86341876301225,118.75671089108187
GD1-0-17,37.86646468786316,118.75437417901952
GD1-0-172,37.867012585711585,118.75327355055296
GD1-0-19,37.86985006423343,118.75222714213906
GD1-0-191,37.869795250188446,118.75197583725559
GD1-0-20,37.87162310657905,118.75142819550655
GD1-0-206,37.84944403935102,118.76771723965362
GD1-0-22,37.87334017650728,118.75196889486571
GD1-0-311,37.858617589681245,118.76000556093143
GD1-0-315,37.864419018711295,118.75457565482847
GD1-0-319,37.86929821558792,118.7538959186218
GD1-0-321,37.87035168492385,118.75060260780708
GD1-0-4,37.846420732819446,118.76928092797866
GD1-0-413,37.860234374061825,118.76122571214778
GD1-0-417,37.86568208600854,118.75535558873636
GD1-0-5,37.84756365167265,118.7675587301765
GD1-0-503,37.84387142043976,118.77271885604752
GD1-0-504,37.84449938149164,118.77109805130678
GD1-0-506,37.84747823119675,118.76664785269914
GD1-0-511,37.854877606160954,118.76221165968552
GD1-0-6,37.84901676276954,118.76677545757028
GD1-0-616,37.86550399112871,118.75566953413293
GD1-0-617,37.866355626522875,118.75398523717223
GD1-0-7,37.850494012076155,118.7655837373896
GD1-0-719,37.86970998628805,118.75376931562744
GD1-0-8,37.85271815597126,118.76504600778215
GD1-0-813,37.86033028528176,118.75993267499548
GD1-0-815,37.862920331579204,118.75826713077213
GD1-0-9,37.85307367109884,118.76175969828147
GD1-0C15,37.8634472566854,118.7564615829227
GD1-0C22,37.87334017650728,118.75196889486571
GD1-0C4,37.84639160379649,118.76912118755337
GD1-0C8,37.8526911402657,118.76504536350284
GD1-0N13,37.86025424362886,118.75929456924739
GD1-0N15,37.86351205647868,118.75709944669471
GD1-0N19,37.870298869034116,118.75203322225452
GD1-0N319,37.8691074727641,118.75520959843223
GD1-0N4,37.84602155878857,118.77006660491041
GD1-0N511,37.85484574775991,118.76223362430196
GD1-0N7,37.85026717784781,118.76569193562047
GD1-0N8,37.85289907433401,118.76484581884515
GD1-0X05,37.847807943200365,118.76958673614313
GD1-0X061,37.84780691895552,118.76965487477467
GD1-0X09,37.85519041660911,118.76117383508962
GD1-0X21,37.87113096687635,118.75150745463877
GD1-0X23,37.87154387597243,118.74888073913115
GD1-0X3,37.84348305182505,118.77371263161677
GD1-0X322,37.87389560540373,118.74975459938004
GD1-0X323,37.87395289944028,118.7501423502525
GD1-0X41,37.84658658133737,118.76903496448136
GD1-0X615,37.862878812288,118.75622083028955
GD1-0X618,37.86707641677597,118.75307052033968
GD1-0X619,37.86796775577274,118.75113709758017
GD1-0X621,37.872895245214785,118.7564359280912
GD1-0X622,37.874290816687825,118.75074130732699
GD1-0X721,37.873232451503554,118.751943614047
GD1-0X722,37.871617606163575,118.74876884044339
GD1-0X817,37.865929970874504,118.75504329755528
GD1-0XN11,37.85509106109594,118.76073972785687
GD1-0XN5,37.847174779726444,118.76645884390703
GD1-0XNB11,37.85849219461874,118.75714714943994
GD1-10-11,37.86219755838095,118.78177080532822
GD1-1-011,37.8547920842881,118.76491368448295
GD1-10-13,37.86538700664133,118.7795068019233
GD1-10-15,37.86865250733528,118.7777217111364
GD1-10-17,37.87166222289892,118.77497573515015
GD1-10-19,37.87470453175321,118.77275309432427
GD1-10-191,37.87440912601231,118.77292784669041
GD1-10-20,37.87557085932781,118.77145554715071
GD1-10-207,37.8541011282412,118.7884609070034
GD1-10-21,37.88088111401894,118.7714691138394
GD1-10-213,37.86377550327,118.77869535778484
GD1-10-307,37.85604036203977,118.78607635695914
GD1-10-315,37.86822106902498,118.77855225189012
GD1-10-319,37.8739051435136,118.77468863034274
GD1-10-405,37.85219190935525,118.78916460757334
GD1-10-409,37.859059397646234,118.78480848613373
GD1-10-413,37.865712435436244,118.78121911832332
GD1-10-417,37.87223552588651,118.77787601702613
GD1-10-507,37.85287761385846,118.78790872188418
GD1-10-509,37.85745549983241,118.7854287946926
GD1-10-511,37.860854009335334,118.78289742559065
GD1-10-513,37.86353411843671,118.78021218576018
GD1-10-612,37.864926795042344,118.78342737544759
GD1-10-7,37.85593230051058,118.78607374883927
GD1-1-07,37.8480611776478,118.76982000104171
GD1-10-817,37.87119336463803,118.7756008730348
GD1-10-9,37.859427441640804,118.78340844076676
GD1-1-09,37.85156361017125,118.76799508310667
GD1-10-908,37.85448019766715,118.7882655604417
GD1-10J413,37.865095836728564,118.78193151400852
GD1-10N11,37.862441916779744,118.78184486667413
GD1-10N15,37.868630722270815,118.77797118912206
GD1-10N409,37.858992548029406,118.78476142479337
GD1-10N7,37.85590668566127,118.7862776419066
GD1-10N9,37.859314189116446,118.78345116017705
GD1-10P207,37.852033708542216,118.78299645399215
GD1-10X210,37.86063149359947,118.7826302724021
GD1-10X3005,37.852000621578746,118.78888856592138
GD1-10X3007,37.85852776971009,118.78176662844106
GD1-10X3008,37.85864559940731,118.78168334050481
GD1-10X3010,37.861711454974596,118.7789184388838
GD1-10X3305,37.859873787655275,118.79022274515593
GD1-10X3306,37.8585670168378,118.78173882724172
GD1-10X3308,37.85831213581713,118.78099687936766
GD1-10X3310,37.86169863386394,118.7788726800575
GD1-10X3311,37.86168131015795,118.77882681299347
GD1-10X909,37.85392552842583,118.78845666345518
GD1-10XN13,37.86529602966072,118.77777740811717
GD1-10XN509,37.854932566961516,118.7823457414878
GD1-10XNB19,37.874382741274566,118.77258627616547
GD1-11-015,37.87079928651215,118.77843242294807
GD1-11-1,37.84885132592027,118.79335546226297
GD1-1-11,37.85475961907335,118.76527648126567
GD1-11-10,37.86310505938587,118.78415613365695
GD1-11-11,37.864572067489256,118.78275976557423
GD1-11-12,37.866308746720016,118.78184709730445
GD1-11-121,37.86622369784825,118.78166323541194
GD1-11-13,37.86776687839754,118.78029132134617
GD1-11-14,37.86942512576649,118.77964940336614
GD1-11-15,37.87084633138559,118.77800172034706
GD1-11-16,37.87274929070137,118.77636554566904
GD1-11-17,37.87405901280803,118.7752378209954
GD1-11-18,37.87543807535773,118.77458904051288
GD1-11-19,37.87709242586441,118.77360589039971
GD1-1-12,37.855521201274826,118.76374945490988
GD1-11-209,37.86124165962969,118.7837703215746
GD1-11-3,37.85189967385549,118.79120254412229
GD1-11-311,37.86186946531133,118.78246738901397
GD1-11-315,37.86734205368215,118.78157653645799
GD1-11-317,37.87421764528584,118.77756000091537
GD1-11-4,37.85378068447438,118.79072544448837
GD1-1-14,37.86004101026363,118.76210737758518
GD1-11-401,37.85068247468244,118.79703532379563
GD1-11-403,37.85088683700894,118.7951543675386
GD1-11-407,37.857738454518525,118.78770802575973
GD1-11-41,37.85301989625068,118.78995719141241
GD1-11-411,37.86412782977297,118.7841353471502
GD1-11-415,37.870211701183315,118.77975924055615
GD1-11-5,37.85493414680083,118.78936724186305
GD1-1-15,37.86093771809972,118.760878852644
GD1-11-51,37.85466226697914,118.78947428351917
GD1-11-512,37.86720291164812,118.78243680987097
GD1-11-6,37.85688145789737,118.78852810142995
GD1-1-16,37.86272041166585,118.75973954714614
GD1-11-617,37.87315893478404,118.77369338466376
GD1-11-7,37.85807331119672,118.78671625352291
GD1-1-17,37.86429304418537,118.75864064710795
GD1-11-705,37.85545366713394,118.78926618692178
GD1-11-708,37.860500817084514,118.78584315117442
GD1-11-709,37.861242057213644,118.7843384592468
GD1-11-711,37.86542336649792,118.78246211095379
GD1-11-713,37.86778412929455,118.7797462849967
GD1-11-715,37.871142388688924,118.77748608908962
GD1-11-717,37.87403963167342,118.77532827210176
GD1-11-8,37.86002131626678,118.78612699958212
GD1-1-18,37.8657121741481,118.7568108039985
GD1-11-815,37.871323260793766,118.77803591374732
GD1-11-817,37.87384375915173,118.77636910513587
GD1-11-9,37.86136868369046,118.78475056595319
GD1-11-907,37.85800715191387,118.78662375955946
GD1-11-914,37.87066420937743,118.77842917502512
GD1-11C411,37.86412703256218,118.78412851012128
GD1-11J11,37.86490172613618,118.78210864844951
GD1-11N1,37.84894293620793,118.79340312440483
GD1-11N10,37.8632964441056,118.78445618387303
GD1-11N13,37.86758574474917,118.7803551431802
GD1-11N15,37.87046974734982,118.77728810023868
GD1-11N16,37.87262111626032,118.77620336656281
GD1-11N17,37.874006352647875,118.77514564060557
GD1-11N4,37.85368302089101,118.7909275863941
GD1-11N7,37.85810448432682,118.78673973038065
GD1-11N8,37.85993126505609,118.78612482577513
GD1-11N9,37.86115862563636,118.78479094908981
GD1-11NB12,37.86698197098001,118.78111332616997
GD1-11P515,37.87279942586441,118.7813691079763
GD1-11X007,37.85800646235978,118.78666919115214
GD1-11X02,37.85083090129489,118.7948349044273
GD1-11X2,37.85090882975189,118.79474590649447
GD1-11X3006,37.85981521266304,118.7902596189984
GD1-11X3007,37.85983940634488,118.79024441072765
GD1-11X3008,37.85860626395943,118.7817110260135
GD1-11X3009,37.86137469763727,118.78420530711259
GD1-11X3010,37.86139098617836,118.78431932575269
GD1-11X3012,37.86719493860625,118.78236843687546
GD1-11X3013,37.86716723516838,118.78241322325835
GD1-11X309,37.86217806316036,118.78647449591165
GD1-11X3305,37.85979101897939,118.79027482725948
GD1-11X3306,37.85715333736228,118.78699740384829
GD1-11X3307,37.86000473936598,118.79014183206199
GD1-11X3308,37.858684846516816,118.78165553921875
GD1-11X3310,37.86139201922086,118.78425117515944
GD1-11X3311,37.865858656648385,118.78554068263384
GD1-11X3312,37.867240652284984,118.78232408440817
GD1-11X707,37.86045128891519,118.7858419557487
GD1-11X710,37.86406720416548,118.78397480313835
GD1-11X814,37.87102366999619,118.77789086537236
GD1-11X903,37.85343351668889,118.79237580145346
GD1-11X906,37.858936265971124,118.78476006725148
GD1-11XN19,37.87537303198368,118.77501934011772
GD1-11XN3010,37.85995952991024,118.78266169138728
GD1-11XN411,37.86469545700646,118.7857625954063
GD1-11XN71,37.85893661038919,118.78473735114633
GD1-11XNB5,37.85392449312154,118.78852480701805
GD1-1-20,37.86893007781952,118.75502356837103
GD1-12-11,37.863715783469885,118.78546623721108
GD1-12-13,37.86717426216376,118.78343610536912
GD1-12-15,37.87010377977643,118.78093849241277
GD1-12-17,37.87378212548802,118.77895873063564
GD1-12-19,37.876649547806984,118.77639104442405
GD1-12-2,37.85284453617231,118.79186164206645
GD1-12-209,37.85946634974799,118.79034037207195
GD1-12-309,37.86070981412185,118.78809796575443
GD1-12-313,37.86678156009441,118.784085715584
GD1-12-317,37.873067154671716,118.78096439324446
GD1-12-407,37.85628287851273,118.7904224152294
GD1-12-411,37.863252833877915,118.78718222034436
GD1-12-415,37.86964674125324,118.78226842301713
GD1-12-419,37.875896333511655,118.77705484025837
GD1-12-421,37.87661011559453,118.77452624732986
GD1-12-5,37.85408117803288,118.79184613753162
GD1-12-505,37.85353101320433,118.79233271722025
GD1-12-507,37.855586218299386,118.79106453770717
GD1-12-509,37.85978246848808,118.78821190309483
GD1-12-511,37.862188102584675,118.78640656210582
GD1-12-513,37.86549417202069,118.78403194090265
GD1-12-614,37.87119865617981,118.78151033257484
GD1-12-7,37.85669985262301,118.7896598977361
GD1-12-817,37.873391271405644,118.78038124782951
GD1-12-9,37.86067374069608,118.78721082139928
GD1-12CN5,37.854066102305154,118.79150492910499
GD1-12J411,37.862501881811156,118.78620960895535
GD1-12N11,37.86393190631146,118.78547145315092
GD1-12N13,37.86644447488241,118.78314579012712
GD1-12N17,37.87352028973353,118.7789978901143
GD1-12N19,37.87686322625134,118.77625979783193
GD1-12N313,37.86662622176085,118.78408196914643
GD1-12N5,37.854182131575534,118.79157590665396
GD1-12N511,37.86230068678897,118.78670471124012
GD1-12NB17,37.87389125529568,118.77918864601801
GD1-12P511,37.86622676245977,118.78473140814643
GD1-12X1,37.85087765874624,118.79501781350673
GD1-12X3008,37.85989716396406,118.79020797157935
GD1-12X3012,37.86582263618857,118.78553981321272
GD1-12X3013,37.86594039192339,118.78549720234619
GD1-12X3306,37.859762823317745,118.79029255201452
GD1-12X3308,37.85997219363659,118.79016126964667
GD1-12X3310,37.86138995309643,118.78438747634247
GD1-12X3312,37.8659043714632,118.78549633294371
GD1-12X402,37.85095610648734,118.79474705287655
GD1-12XN15,37.869542192563834,118.77965222003664
GD1-12XN411,37.86256230021122,118.78593836136183
GD1-12XN505,37.85149104392801,118.79496452324467
GD1-1-3,37.842938036070734,118.773832483823
GD1-13-10,37.86287276562093,118.78803661251807
GD1-13-11,37.864357502580965,118.7869589195681
GD1-13-12,37.8660209321583,118.78568095900373
GD1-13-13,37.867596069061655,118.78487808089656
GD1-13-14,37.86921635915879,118.78362170740404
GD1-13-15,37.87070037053815,118.78258927633165
GD1-1-315,37.8627592866953,118.75774061308749
GD1-13-16,37.87243858039329,118.78142655670126
GD1-13-17,37.874133815935714,118.78012637472207
GD1-13-18,37.87520550596932,118.77806106408126
GD1-13-19,37.876936208363226,118.77798902874767
GD1-13-2,37.850435176501534,118.79730198080459
GD1-13-20,37.87877171742406,118.77694209872881
GD1-1-320,37.86928059899256,118.75719101479399
GD1-13-213,37.86761389499304,118.78474214854474
GD1-13-3,37.85182076793596,118.7954951301486
GD1-13-317,37.870952858040674,118.78257263350329
GD1-13-4,37.85324443819706,118.79532516484818
GD1-13-406,37.85595063480019,118.79375472722802
GD1-13-410,37.86235088828273,118.78947842872084
GD1-13-414,37.86817917372982,118.78518760538516
GD1-13-5,37.85492975813227,118.79291194892946
GD1-13-507,37.857960790699394,118.79100839151634
GD1-13-511,37.86547145882969,118.7858267804171
GD1-13-6,37.856740978236516,118.7921377776949
GD1-13-612,37.86633820099441,118.78584770438954
GD1-13-620,37.87880567950997,118.77707929818
GD1-13-7,37.85812602697377,118.79198952903717
GD1-13-703,37.85369122364467,118.79379085479823
GD1-13-708,37.85956818084431,118.79045645895324
GD1-13-710,37.862483277805964,118.78773176803726
GD1-13-712,37.86559390040128,118.78592064204085
GD1-13-713,37.86716492617929,118.78568584763946
GD1-13-714,37.870047872396725,118.78284628463264
GD1-13-716,37.87192638309847,118.78193697315295
GD1-13-717,37.87305993398484,118.78144152345443
GD1-13-718,37.87545524691184,118.77822617543593
GD1-13-720,37.878367858431204,118.77684147172228
GD1-13-8,37.85975382195843,118.79039277715718
GD1-13-816,37.872410969925234,118.78235776279848
GD1-13-817,37.87507326664534,118.78144456367902
GD1-13-9,37.861293824831115,118.78938468673455
GD1-13-902,37.85058947379192,118.79737389296028
GD1-13-915,37.871600538558106,118.78263370024386
GD1-13C708,37.85956818084431,118.79045645895324
GD1-13C713,37.86715298045643,118.78573101314147
GD1-13G17,37.874851133150884,118.7803482053456
GD1-13J10,37.86262414033523,118.78616710956952
GD1-13N10,37.86302204004843,118.78799476888548
GD1-13N11,37.86422919844373,118.78725125884395
GD1-13N12,37.865765159050405,118.78576569098998
GD1-13N13,37.867607349017675,118.78517380508477
GD1-13N15,37.87045238558695,118.7826060275978
GD1-13N16,37.87275826232241,118.78143425692986
GD1-13N18,37.87496511311191,118.77787344925139
GD1-13N20,37.878843758521754,118.77694383000835
GD1-13N3,37.85161226610346,118.79528557292063
GD1-13N7,37.85826075025881,118.79172010149394
GD1-13N8,37.85941108042484,118.78968002303851
GD1-13N9,37.86148293199127,118.78938926029346
GD1-13NB9,37.861240305435764,118.78920159152061
GD1-13P206,37.85195571678674,118.78887952778153
GD1-13P510,37.86417188627682,118.79131782972082
GD1-13P511,37.86699354680459,118.78659078597836
GD1-13P513,37.86463684519114,118.79080638681303
GD1-13P514,37.870391828697834,118.78778653692989
GD1-13P517,37.87321571500848,118.78424091941243
